start_date,start_time,finish_date,finish_time,name,username,follower_count
20180216,04:01:59.938452,20180216,04:02:00.485663,李鑫岩,5876668767,22592
20180216,04:07:41.640993,20180216,04:07:42.560119,蔡徐坤,caizicaixukun,3534564
20180216,04:07:42.569300,20180216,04:07:43.276506,Justin,5615627418,637409
20180216,04:07:43.790066,20180216,04:07:44.404496,范丞丞,5350509769,1024191
20180216,04:07:44.405394,20180216,04:07:44.969489,朱正廷,2447034645,699914
20180216,04:07:44.970499,20180216,04:07:45.836530,小鬼,DemonBoyz,1110419
20180216,04:07:47.679972,20180216,04:07:48.666037,韩沐伯,573300241,679582
20180216,04:07:48.675180,20180216,04:07:49.298721,王子异,2993307872,309596
20180216,04:07:49.308846,20180216,04:07:50.113516,李希侃,1622290293,79832
20180216,04:07:50.114383,20180216,04:07:51.161934,钱正昊,317333542,95171
20180216,04:07:51.171124,20180216,04:07:51.871163,董又霖,5737325620,179979
20180216,04:07:51.880856,20180216,04:07:52.455704,郑锐彬,2174177890,242309
20180216,04:07:52.465775,20180216,04:07:53.210932,尤长靖,3815417506,105683
20180216,04:07:53.212992,20180216,04:07:53.763141,李权哲,5836186503,378654
20180216,04:07:53.764185,20180216,04:07:54.438570,林彦俊,6068133006,72645
20180216,04:07:54.439574,20180216,04:07:55.053363,林超泽,1843589160,161714
20180216,04:07:55.054391,20180216,04:07:55.667401,于斌,3616573893,500815
20180216,04:07:55.668298,20180216,04:07:56.191432,何东东,RoyvesDovin,329594
20180216,04:07:56.192527,20180216,04:07:56.793963,朱星杰,2963966564,385171
20180216,04:07:56.795516,20180216,04:07:57.510840,周彦辰,2013783327,149826
20180216,04:07:57.511952,20180216,04:07:58.056131,丁泽仁,3284676315,470642
20180216,04:07:58.057092,20180216,04:07:58.589459,毕雯_,6412297026,337862
20180216,04:07:58.591384,20180216,04:07:59.187357,李长庚,6420604848,18874
20180216,04:07:59.189397,20180216,04:07:59.866079,陈斯琪,sunchensiqi,286023
20180216,04:07:59.867096,20180216,04:08:00.787662,罗正,6249902885,87401
20180216,04:08:00.789589,20180216,04:08:01.569789,胡致邦,jackhu9,18140
20180216,04:08:01.570791,20180216,04:08:02.120849,姜达赫,1918310471,251447
20180216,04:08:02.122659,20180216,04:08:02.938666,伽里,3084658844,45072
20180216,04:08:02.939629,20180216,04:08:03.552290,董岩磊,3162919750,213634
20180216,04:08:03.553279,20180216,04:08:04.097058,许凯皓,5344337230,65586
20180216,04:08:04.106150,20180216,04:08:04.780896,Monkey,2649141095,328112
20180216,04:08:04.789120,20180216,04:08:05.497808,徐鹤尼,3756010757,160024
20180216,04:08:05.506960,20180216,04:08:06.111613,杨非同,6244144791,23079
20180216,04:08:06.112674,20180216,04:08:06.829500,姜京佐,6137739218,53932
20180216,04:08:06.830547,20180216,04:08:07.649128,韩雍杰,5717130383,452410
